vol,ret
0.11917787341360317,0.1257229318834022
0.11918734061509699,0.12838970482392126
0.1192145618277421,0.13105647776444035
0.11925909260590553,0.13372325070495936
0.11932120277581162,0.1363900236454784
0.11940097892892655,0.13905679658599748
0.11950022324448875,0.14172356952651655
0.11963853064653474,0.1443903424670356
0.1198230512838943,0.14705711540755467
0.12005357206493712,0.14972388834807368
0.12032982862257713,0.15239066128859277
0.12065474285165724,0.1550574342291118
0.12103839234880147,0.15772420716963087
0.12148002061924751,0.16039098011014993
0.12198291793202085,0.16305775305066894
0.12255114263140052,0.16572452599118803
0.123184279841467,0.16839129893170707
0.12388151968273632,0.17105807187222616
0.12464345313794722,0.17372484481274522
0.12546929754644723,0.1763916177532642
0.1263577998108478,0.17905839069378335
0.12730764805327716,0.18172516363430238
0.12832090690779624,0.18439193657482145
0.12940093038897085,0.18705870951534054
0.13054609762305713,0.1897254824558596
0.1317547100164471,0.19239225539637858
0.13302503827428475,0.19505902833689764
0.13435777997752898,0.19772580127741674
0.13577132851757512,0.20039257421793577
0.1372695071446288,0.2030593471584548
0.13886289868536034,0.2057261200989739
0.14055107975912795,0.20839289303949282
0.14232994000520355,0.211059665980012
0.14419617331525042,0.21372643892053103
0.14614645883251115,0.21639321186105004
0.1481785611383689,0.21905998480156919
0.15029000625000546,0.22172675774208822
0.15248377140655647,0.22439353068260726
0.15475891448412527,0.2270603036231262
0.15711190019742477,0.22972707656364535
0.159539955918182,0.2323938495041644
0.1620428054410958,0.2350606224446834
0.16462491916979313,0.23772739538520254
0.16728823274559937,0.24039416832572155
0.17003049521408153,0.24306094126624062
0.17286054286920316,0.24572771420675965
0.17577692906330852,0.24839448714727858
0.17878986895129664,0.2510612600877977
0.18195697568830976,0.25372803302831676
0.18535137613139427,0.2563948059688358
0.189330730341853,0.2590615789093548
0.19430215388125782,0.26172835184987375
0.2007484486748877,0.2643951247903924
0.2093361092468462,0.2670618977309113
0.22033119733712112,0.26972867067143
0.23339372164564787,0.2723954436119492
0.2487426467967274,0.27506221655246715
0.2674488834194023,0.2777289894929859
0.2892050698869363,0.28039576243350484
0.31337888153561216,0.2830625353740228
